@relation ReasonerRankingData

@attribute DLFamily numeric
@attribute OPR numeric
@attribute AxMaxNesting numeric
@attribute AvgNbrRestrict numeric
@attribute HMaxNbr numeric
@attribute HP_MaxDepth numeric
@attribute SRBx numeric
@attribute DpDISJ numeric
@attribute SymmetricObjectProperty numeric
@attribute OAS numeric
@attribute ExactCardinality_C numeric
@attribute DpEQUIV numeric
@attribute HP_MultiParent numeric
@attribute STBx numeric
@attribute HP_MaxChildren numeric
@attribute SDP numeric
@attribute HC_MaxChildren numeric
@attribute OpCHAIN numeric
@attribute Complement_C numeric
@attribute InverseFuncOPRatio numeric
@attribute ClassAssertion numeric
@attribute FunctionalObjectProperty numeric
@attribute IrreflexiveOPRatio numeric
@attribute FunctionalDataProperty numeric
@attribute ObjectPropertyAssertion numeric
@attribute IrrefexiveObjectProperty numeric
@attribute GCI_C numeric
@attribute SOP numeric
@attribute ARichness numeric
@attribute OP_COHESION numeric
@attribute Union_R numeric
@attribute HExtNbr numeric
@attribute Indiv_SAME numeric
@attribute DataPropertyAssertion numeric
@attribute DisjointClasses numeric
@attribute Complement_R numeric
@attribute SubPropertyChainOf numeric
@attribute MostCardinality_C numeric
@attribute RRichness numeric
@attribute Indiv_DIFF numeric
@attribute AxiomMaxConst numeric
@attribute RRBx numeric
@attribute HP_MaxParents numeric
@attribute HC_MaxParents numeric
@attribute HP_MaxPropDegree numeric
@attribute HC_MaxClassDegree numeric
@attribute RTBx numeric
@attribute CLS_NOM numeric
@attribute SI numeric
@attribute NPCD_Ratio numeric
@attribute EquivalentClasses numeric
@attribute OneOf_C numeric
@attribute NPCD_C numeric
@attribute RABx numeric
@attribute ReflexiveOPRatio numeric
@attribute DataPropertyDomain numeric
@attribute SubObjectPropertyOf numeric
@attribute Existentiel_C numeric
@attribute SubDataPropertyOf numeric
@attribute OpEQUIV numeric
@attribute ClsDISJ_Ratio numeric
@attribute OLAS numeric
@attribute GCI_Ratio numeric
@attribute ExactCardinality_R numeric
@attribute TransitiveObjectProperty numeric
@attribute OneOf_R numeric
@attribute UI_Ratio numeric
@attribute AxAvgNesting numeric
@attribute SubClassOf numeric
@attribute HasSelf_C numeric
@attribute OntoConstructorDensity numeric
@attribute EquivalentDataProperties numeric
@attribute InverseOPRatio numeric
@attribute SABx numeric
@attribute Nom_Tbox numeric
@attribute HasValue_R numeric
@attribute SameIndividual numeric
@attribute OpDISJ numeric
@attribute LeastCardinality_R numeric
@attribute DifferentIndividuals numeric
@attribute PCD_Ratio numeric
@attribute InverseFunctionalObjectProperty numeric
@attribute EqDPRatio numeric
@attribute MostCardinality_R numeric
@attribute UI_Pattern numeric
@attribute InverseObjectProperties numeric
@attribute Existentiel_R numeric
@attribute Intersection_C numeric
@attribute Universal_R numeric
@attribute Universal_C numeric
@attribute HasValue_C numeric
@attribute HasSelf_R numeric
@attribute DisjointObjectProperties numeric
@attribute HMinNbr numeric
@attribute LeastCardinality_C numeric
@attribute HC_MultiParents numeric
@attribute EUR_Pattern numeric
@attribute TransitiveOPRatio numeric
@attribute EquivalentObjectProperties numeric
@attribute SymmetricOPRatio numeric
@attribute DataPropertyRange numeric
@attribute CUR_Pattern numeric
@attribute ReflexiveObjectProperty numeric
@attribute HC_AvgChildren numeric
@attribute DisjointUnion numeric
@attribute EqOPRatio numeric
@attribute Intersection_R numeric
@attribute AsymmetricObjectProperty numeric
@attribute FunctionalOPRatio numeric
@attribute DisjOPRatio numeric
@attribute EUR_Ratio numeric
@attribute HP_COHESION numeric
@attribute SC numeric
@attribute HasHiearOPRatio numeric
@attribute ChainOPRatio numeric
@attribute PCD_C numeric
@attribute ObjectPropertyDomain numeric
@attribute HP_AvgChildren numeric
@attribute Union_C numeric
@attribute CUR_Ratio numeric
@attribute ObjectPropertyRange numeric
@attribute HC_DegreeCentrality numeric
@attribute HP_DegreeCentrality numeric
@attribute SDT numeric
@attribute Konclude {0,1}
@attribute MOReHermiT {0,1}
@attribute HermiT-OA4 {0,1}
@attribute TrOWL {0,1}
@attribute Pellet-OA4 {0,1}
@attribute FaCT++ {0,1}
@attribute JFact {0,1}
@attribute ELK {0,1}
@attribute Racer {0,1}
@attribute ELepHant {0,1}
@data
2215.0,2.0,5,0,0,2,3,0,0,22177,0,0,0,16464,3,0,122,0,0,0,0,0,0,0,0,0,6805,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0.018,1,8,3,124,99.982,0,0,0.024,41.343,0,4,0,0,0,0.018,15200,0,0,0,16467,41.333,0,0,0,0,2.932,58.638,0,0.464,0,0,0,0,0,0,0,0,0,58.157,0,0,0,0,0,99.516,74,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,2.868,0,0,0.484,0,0,0,0,0.091,5698,11.368,0,9575,0,3,0,0,0,0.021,0.273,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,66,2.183,5,2,28,0,0,844,1,0,0,173,4,3,62,0,1,0,44.492,0.565,0,0.424,27.119,0,2,6,0.023,0,7.216,1,0,0,4.237,1.031,0,4,0.225,0,4,3.955,1,1,4,62,24.435,8.594,244,27.168,6.921,6,47,10.114,0,0.424,0.565,14,0,0,10.938,708,1.156,0,0,6.186,3.468,1.342,13.277,5,0.14,0,0,507,5.738,0,0,0,0,0,53.179,0,0,4.124,6,0,14.433,54,5.155,5,0,5.155,0,0,0,0,0,0,0,0,0.424,0,0,15.4,0,0,55.67,0,91.667,0,0,0.533,128,91.667,0,92,0.847,4,7,0,0.706,0.49,0.8,2,1,1,1,1,1,1,1,1,1,0
2184.0,1.0,3,0,0,2,7,0,0,119362,0,0,0,80428,2,0,630,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.009,1,8,2,631,99.991,0,0,0,0,0,0,0,0,0,0.004,15641,0,0,0,80435,0,0,0.004,0,0,2.194,99.991,0,0.194,0,51.921,0,0,0,0,0,0,0,100,0,0,0,0,0.001,100,0,0,0,0,0,0,0,0,0.015,0,51.921,0,0,0,0,0,4.338,0,0,0,0,0,0,0,0.214,38919,47.881,0,80428,0,1.5,0,0,0,0.016,0.238,0,1,1,1,1,1,1,0,1,1,0
2587.0,3.0,3,0,0,2,1,0,0,984,0,0,0,527,1,0,60,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.189,1,4,1,61,99.811,0,0,0,0,0,0,0,0,0,0.189,25,0,0,0,528,0,0,0,0,0,2.044,99.811,0,0.047,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.442,0,0,0,0,0,0,0,7.723,0,0,0,0,0,0,0,0.667,453,56,0,527,0,1,0,0,0,0.131,0.5,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,3,0,0,3,127,0,0.002,638986,0,0,0.84,549005,8,0,37237,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,1,0.023,2,5,8,37238,99.977,0,0,0,0,0,0,0,0,0,0.01,455859,0,0,0.002,549132,0,0,0.01,0,0,2.83,99.977,0,0.83,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.004,0,21.379,0,14.927,0,0,0.001,31.965,0,0,0,0,0,0,0,0.018,89735,50.734,0,549004,0,2.111,0,0,0,0.415,0.061,0,1,0,0,1,0,0,0,1,0,0
2184.0,1.0,6,0.36,0,2,62,0,0,288,1,0,0,129,2,0,17,0,0,0,0,0,0,0,0,0,0,33,0,0.001,22.222,1,0,0,27.749,0,0,0,0.483,0,2,32.461,1,2,2,17,67.539,0,0,0,0,0,0,0,0,0,4.188,7,0,0,62.121,191,0,5.556,1.571,0,0,1.764,39.791,0,0.07,0,100,0,0,0,0,0,16.667,0,58.915,0,0,0,0,7.853,38.889,0,16.667,3,0,0,0,3,3,1.562,0,21.429,0,0,0,0,0,4.429,0,0,0,0,0,0,0,0.03,66,35.714,0,76,9.424,1.6,4,0,9.424,0.247,0.05,0,1,1,1,1,1,1,1,1,1,0
2169487.0,5.0,2,0,0,0,0,0,0,245,0,0,0,122,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.297,0,0,0,0,0,0,0,0,123,0,0,122,0,0,0,0,0,0.083,0,0,1,1,1,1,1,1,1,1,0,1
2169487.0,5.0,2,0,0,0,0,0,0,38892,0,0,0,13781,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13781,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.216,0,0,0,0,0,0,0,0,25111,0,0,13781,0,0,0,0,0,0.001,0,0,1,1,1,1,1,1,1,1,1,1
2169487.0,5.0,2,0,0,0,0,0,0,7362,0,0,0,2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,200,100,0,4908,0,0,0,0,0,0,0,0,2454,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4908,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,4,0,0,5,429,0,0.045,10600,0,8,0.325,4605,19,30,51,0,0,0,20.259,0,0,0,0.952,0,279,308,0.008,0,0.269,0,0.163,0.03,0.937,0,0,0,0.098,0.163,1,6.381,2,5,20,52,68.496,7.008,1226,7.101,4.953,0,327,0.374,0,0.074,1.77,114,0,58,3.136,6723,6.059,0,0.074,0,0,1.678,62.606,261,0.161,0.059,2.708,1689,0,0,2.633,0,0,1.249,82.845,0,0,0,0,0.238,15.343,0,49.26,366,0,35.128,0,0,0,0.085,0,2.083,0.595,0.208,0.268,0,0,3.801,0,11.25,0,0,0,0,0,0.008,3539,44.792,0,3815,0.937,2.833,2,0,2.32,0.014,0.063,3,1,1,1,0,1,1,1,0,0,0
2184.0,1.0,4,0,0,5,200,0,0.047,3386,3,6,0.775,1541,8,32,40,0,0,0,5.852,0,0,0,7.315,0,152,129,0.029,0,0.81,1,1.613,4.578,1.746,0,0,0,0.084,0,1,9.438,2,2,8,41,72.723,3.071,124,11.421,8.447,0,176,0.842,0,0.755,2.36,5,0.142,16,6.052,2119,9.864,0,0.33,0,0,1.662,62.529,34,0.16,0.142,6.161,378,0,0,0.094,0,0,0,65.672,0,0,0,0,0.378,2.024,0,82.186,203,0,13.765,0,0,0,0.09,0,5.687,0.472,0,0.849,0,0,3.704,0,0.948,0,0,0,0,0,0.016,1107,47.867,0,1012,0.944,2.083,2,0,3.02,0.036,0.057,4,1,1,1,1,1,1,1,0,1,0
2184.0,1.0,8,0,0,2,80,0,0,242,0,0,0,68,3,7,7,0,0,0,0,2.027,0,0,0,0,10,35,0.135,0.001,8.333,0,0,0,1.351,0,0,0,0.315,0,4,54.054,1,1,3,8,45.946,9.615,2,5.882,10.135,0,4,0,0,2.703,4.054,21,0,0,7.692,148,14.706,0,0,0,1.471,1.5,34.459,5,0.132,0,100,0,0,0,0,0,0,0,60.294,1.351,0,0,1,11.486,58.333,7,0,0,0,13.889,0,0,0,0,0,0,0,0,4.73,0,0,3.077,0,0,19.444,0,0,0,0,0.02,52,0,0,41,13.514,3,3,0,14.189,0.132,0.083,1,1,1,1,1,1,1,0,1,0,0
2184.0,1.0,3,0,0,0,197,0,0,104508,0,0,0,68357,0,39,3177,0,0,0,0,0,0,0,0,0,0,79,0.001,0,0,0,0,0,0,0,0,0,0.001,0,1,0.287,0,5,0,3178,99.713,0,0,0,0,0,0,0,0,0,0,25400,0,0,0,68554,0,0,0,0,0,2.391,99.713,0,0.396,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,93.879,0,6.121,1656,0,0,0,0,0,0.011,0,0,0,0,0.057,0,0,5.539,0,0,0,0,0,0,0,0,35836,0,0,68357,0.115,0,0,0,0.115,0.089,0,1,1,1,1,1,1,1,1,1,1,0
2215.0,2.0,7,0,0,2,7,0,0,3279,0,0,0,1865,2,0,68,0,0,0,0,0,0,0,0,0,193,12,0,0,0,0,0,0,3.205,0,0,0,0.032,0,3,0.374,1,2,2,70,99.626,0,0,0,10.31,0,0,0,0,0,0.214,218,0,0,7.67,1872,10.349,0,0.16,0,0,2.316,86.111,0,0.073,0,0,0,0,0,0,0,0,0,65.845,0,0,0,0,0,53.041,193,0,0,0,0,0,0,0,0.072,0,88.991,0,0,0,0,0,3.801,0,0,46.959,0,0,0,0,0.121,1395,88.991,0,1228,0,2,0,0,0,0.049,0.145,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,3,0,0,0,3,0,0,16818,0,0,0,13461,0,0,357,0,0,0,4.402,0,0,0,0,0,0,8,0,0,0,0,0,0,0.021,0,0,0,0,0,1,0.021,0,4,0,358,95.577,0,0,0,0,0,0,0.031,0,0,0,10238,0,0,0.11,14084,0,0,0.021,0,0,2.682,95.555,0,0.761,0,0,620,0,0,0,0,0,0,99.978,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.11,0,50.547,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2726,0,0,13458,0,0,0,0,0,0.131,0,0,1,1,1,1,1,1,1,1,1,0
2587.0,3.0,2,0,0,0,0,0,0,2097631,0,0,0,1974320,0,0,123311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123311,0,123312,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974320,0,0,0,0,0,1.938,100,0,0,0,0,0,0,0,0,0,0,0,93.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,14.011,0,0,0,0,0,0,0,0,123313,0,0,1851007,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2184.0,1.0,19,0,0,0,0,0,0,13362,0,0,0,3132,0,0,0,0,0,0,58.117,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,41.883,0,0,100,41.883,0,3132,0.777,0,0,0,8479,0,0,0,7478,0,0,0,0,0,4.104,0,0,0.412,0,0,4346,0,0,0,0,0,0,0,0,0,0,0,0,73.026,3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.974,0,0,0,0,0,5879,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0
2184.0,1.0,13,0,0,2,199,0,0.222,3244,0,0,0,26,32,5,7,0,0,0,24.372,0.032,0,0.095,52.431,0,0,53,0.128,0.003,0,0,0,16.047,0,0,0,0,0.658,0,0,6.323,1,1,32,7,0.826,0,501,0,0,0,0,2.95,0,0.159,1.493,0,0,0,0,3147,0,0,0.064,0,0,0.312,0.826,0,0,0,0,2922,0,0,0,0,0,0,100,0.032,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,2.889,0,0,0,0,0,0,0,0.068,39,0,0,26,1.589,23.5,0,0,1.589,0.157,0.604,2,1,1,0,1,0,1,0,1,1,0
2215.0,2.0,3,0,0,0,1,0,0,6750,0,0,0,3770,0,0,129,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.027,0,4,0,129,99.973,0,0,0,0,0,0,0,0,0,0,1792,0,0,0,3771,0,0,0.027,0,0,2.475,99.973,0,0.475,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,2977,0,0,3770,0,0,0,0,0,0.043,0,0,1,1,1,1,1,1,1,1,1,1
2215.0,2.0,4,0,0,0,2,0,0,533141,0,0,0,167351,0,0,824,2,0,0,56.208,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.001,0,0,0,1,0.001,0,4,0,824,43.791,0,214804,0,0,0,0,0.015,0,0,0,156743,0,0,0,382157,0.001,0,0,0,0,1.848,43.791,0,0.937,0,0,214804,0,0,0,0,0,0,99.999,0,0,0,0,0,99.999,2,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,17.106,0,0,0.001,0,0,0,0,0,150983,0,100,167349,0,0,0,0,0,0.005,0,0,1,1,1,0,0,0,0,1,0,1
2184.0,1.0,17,2.15,1,0,15,0,0,7556,11,0,0,298,0,10,11,0,6,0,24.028,0,0,0,47.853,0,7,31,0.088,0,12.558,1,0,23.879,1.445,2.791,0,1,0.37,0.443,16,0.203,0,1,0,12,4.025,0.885,1804,0,0.095,1,0,1.294,0,0,0,55,0,0,65.487,7404,2.349,5.116,0,0.465,6.376,0.362,2.485,0,0.046,0,48.462,7091,0.443,0,0,0,0.93,0.014,57.718,0,0,0.465,19,0.108,25.581,51,28.372,61,0,0,0,1,2,0,0,0,0,0,0,1,0,3.438,0,0,23.721,0,0,0,0,0,113,0,0,172,0.027,0,27,0.336,0.068,0.093,0,2,1,1,1,1,1,1,0,1,1,0
2184.0,1.0,13,0,0,4,23,0,0,29459,0,0,0,12464,2,0,151,0,0,0,44.252,0,0,0,0,0,33,19,0,0,0,0,0,0,0.313,0,0,0,0.006,0,6,0.103,1,3,3,151,55.645,0,11,7.51,4.326,0,936,0.198,0,0,0.027,5711,0,0,0.44,22399,0.265,0,0.013,0,0,1.9,51.007,0,0.089,0,0.718,9912,0,0,0,0,0,0,91.335,0,0,0,0,0.004,85.494,969,0,0,0,0,0,0,0,0.028,0,86.22,0,0,0,0,0,4.436,0,0,14.506,0,0,0,0,0.105,7041,21.187,0,11384,0.031,1.5,0,0,0.027,0.021,0.147,0,1,1,1,1,1,1,1,1,0,0
2184.0,1.0,5,0.08,0,3,31,0,0,913,0,0,0,168,13,1,11,0,0,0,28.116,0,0,0,36.842,0,3,20,0.006,0,12.5,0,0,7.479,0,0,0,0,0,0,1,4.294,1,1,13,12,23.269,0,185,1.19,0.693,0,2,10.033,0,0,2.632,2,0,0,0,722,1.786,0,0.416,0,0,0.765,22.576,0,0.048,0,50,523,0,0,0,0,12.5,0,95.238,0.139,0,0,0,1.108,25,3,12.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2.462,0,0,37.5,0,0,0,0,0.232,170,100,0,160,0,6.333,1,0,0,0.061,0.649,3,1,1,1,1,1,1,1,1,0,0
2184.0,1.0,33,0,0,4,209,0,0,469812,0,0,0.515,115018,9,0,1445,15,0,0,69.652,0,0,0,0,0,15869,194,0,0,0,0,0,0,0.038,0,0.003,0,0.002,0,16,0.055,2,8,9,1445,30.293,0,22,0.054,4.196,0,62,0.018,0,0,0.019,34035,0,0,0.073,379688,13.797,0,0.007,0,0,1.492,26.059,0,0.027,0,25.353,264461,0,0,0,0,0,0,56.322,0,0,0,0,0.006,68.116,15931,0,0,0,0,0,0,0,0.007,0,22.797,0,0,0,0,0,2.607,0,0,31.884,0,0,0,0,0.008,89931,87.918,35.831,64780,0.01,2.84,0,0,0.01,0.016,0.043,0,1,0,0,0,0,0,0,1,0,0
2184.0,1.0,4,6.859,0,5,642,0,0.044,10277,10,8,0.2,3875,35,32,53,0,0,0,18.586,0,0,0,7.144,0,248,501,0.011,0,0.311,2,0.172,3.112,0.845,0,0,0,0.109,0.172,1,9.515,2,3,36,54,57.433,7.272,1164,7.406,4.357,0,287,0.49,0,0.207,4.609,91,0,66,3.369,6747,6.4,1.555,0.119,0,0,1.433,52.231,224,0.166,0.059,3.118,2230,0,0,3.083,0,0.778,1.126,82.116,0,0,0,0,0.178,14.152,0,48.367,311,0,34.837,0,1,5,0.067,0,2.398,0.652,0.24,0.267,0,0,3.905,0,10.552,0,0,0,0,0,0.007,2998,62.35,0,3182,0.934,5.016,2,0,2.446,0.017,0.07,6,1,1,1,0,1,1,0,0,1,0
2184.0,1.0,3,0.36,1,2,140,0,0,364,11,0,0,104,2,33,6,0,0,0,0.408,0,0,0,0,0,0,42,0.733,0.002,0,1,0,0,0.408,0,0,18,0.275,0,1,57.143,1,2,2,6,42.449,0,1,0,0,0,0,0.167,0,11.02,1.633,0,0.816,0,4.444,245,0,30.556,0,0,0,1.404,42.041,0,0.346,0,0,1,0,0,0,0,2.778,0,99.038,0,0,50,0,0.408,0,0,16.667,6,0,0,0,1,1,2.273,0,0,0,0,12.653,0,0,2.533,0,0,0,0,0,0,0,0.009,45,19.444,0,103,15.102,2,0,0,15.51,0.104,0.046,7,1,1,1,1,1,1,1,1,1,0
2618.0,4.0,4,0,0,0,0,0,0,20230,0,0,0,10240,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10240,0.02,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,99.98,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,1.025,0,0,100,0,0,0,0,0,9991,0,0,10238,0,0,0,0,0,0.001,0,0,1,1,1,1,1,0,1,1,1,1
2215.0,2.0,3,0,0,0,1,0,0,3096,0,0,0,2001,0,0,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,2,0,129,99.95,0,0,0,0,0,0,0,0,0,0,902,0,0,0,2002,0,0,0.05,0,0,2.45,99.95,0,0.451,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.091,0,100,0,0,0,0,0,7.376,0,0,0,0,0,0,0,0,1093,0,0,2001,0,0,0,0,0,0.117,0,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,3,0,0,2,48,0,0,300,0,0,0,141,20,4,28,0,0,0,0,0,0,0,0,0,0,37,0.056,0,0,0,0,0,0,0,0,0,0.041,0,1,25.397,1,1,20,28,74.603,0,0,0,0,0,0,0,0,2.116,15.344,78,0,0,0,189,0,0,0,0,0,1.984,74.603,0,0.553,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2.116,0,0,10.4,0,0,0,0,0,0,0,0.087,71,79.487,0,141,2.646,14.5,0,0,3.175,0.396,0.541,3,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,12,0,0,2,15,0,0,7651,0,0,0,281,1,0,18,0,0,0,62.639,0.013,0,0,33.396,0,97,19,0,0,0,0,0,0,0,0,0,0,0.014,0,7,0.201,1,2,1,19,3.764,0,1387,0,1.5,0,0,1.286,0,0,0.013,179,0,0,0,7465,34.52,0,0.04,0,0,0.756,2.264,0,0.133,0,92.737,7169,0,0,0,0,0,0,25.623,0,0,0,0,0.027,68.582,82,0,0,0,0,0,0,0,0.599,0,53.073,0,0,0,0,0,2.8,0,0,31.418,0,0,0,0,0.012,168,30.726,0,72,0.054,1,0,0,0.054,0.113,0.056,0,1,1,1,1,1,1,0,1,0,0
2184.0,1.0,18,0,0,2,15,0,0,330903,0,0,0,1904,1,1,124,0,0,0,63.376,0,0,0,35.988,0,752,26,0.001,0,0,0,0,0.055,0,0,0,0,0.002,0,11,0.005,1,2,1,125,0.577,0,61617,0,0.273,0,0,0.03,0,0,0,1712,0,0,0,329879,39.496,0,0.001,0,0,0.658,0.305,0,0.127,0,91.998,327960,0,0,0,0,0,0,12.973,0,0,0,0,0.001,64.168,956,0,0,0,0,0,0,0,0.1,0,55.666,0,0,0,0,0,6.52,0,0,35.832,0,0,0,0,0.006,998,29.206,0,247,0.001,1,0,0,0.001,0.125,0.04,1,1,1,1,1,0,0,0,1,0,0
2184.0,1.0,2,0,0,2,149,0,0.549,282,0,0,0,30,2,25,2,0,0,0,0.549,0,0,0,0,0,2,59,1.471,0.01,0,0,0,1.099,12.088,0,0,0,0.879,0,0,81.868,1,2,2,2,16.484,0,1,0,0.549,0,0,0.906,0,7.692,3.846,0,1.648,0,47.059,182,6.667,0,1.099,0,0,0.846,3.846,0,0,0,0,3,0,0,0,0,0,0,16.667,0,0,0,0,11.538,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,12.088,0,0,1.4,0,0,0,0,0,0,0,0.008,17,0,0,5,23.626,1.167,0,0,19.78,0.086,0.031,3,1,1,1,1,1,1,1,1,1,0
2169487.0,5.0,2,0,0,0,0,0,0,41437,0,0,0,14947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,200,100,0,29894,0,0,0,0,0,0,0,0,14947,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26490,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,20,0,0,3,52,0,0,772,4,0,0,391,3,19,20,5,0,0,0,0.451,0,1.58,0,0,7,28,0.067,0,3.333,2,0,0,5.418,0,1.129,0,0.087,0,7,11.738,1,1,3,21,88.262,0,0,9.974,10.158,0,39,0,0,0,2.935,82,2.257,0,41.754,443,1.79,0,0.226,0,1.279,2.467,72.686,0,0.056,0,12.644,0,0,0,0,0,0,0,79.795,0,0,0,5,0.226,54.667,58,0.667,1,0,0,0,0,0,0,0,1.149,0,0,0.451,0,0,3.463,0,0,38.667,0,8.046,0,0,0.057,285,58.621,35.632,312,0,1.5,5,0,2.483,0.069,0.097,2,1,1,1,0,1,0,0,0,1,0
2618.0,4.0,4,0,0,0,0,0,0,241063,0,0,0,38705,0,0,356,0,0,0,80.873,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,357,19.127,0,163648,0,0,0,0,0.04,0,0,0,0,0,0,0,202353,0.005,0,0,0,0,1.191,19.127,0,0,0,0,163648,0,0,0,0,0,0,99.995,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.771,0,0,100,0,0,0,0,0,38711,0,0,38703,0,0,0,0,0,0.009,0,0,1,1,1,1,1,0,0,1,1,1
2184.0,1.0,18,0,0,3,218,0,0,669,0,0,0,213,4,5,4,0,21,14.925,5.915,1.848,0,0.185,0,0,8,68,0.089,0.001,25.352,0,0,0,16.081,14.789,0,0,0.542,12.5,12,40.296,1,1,4,4,39.372,8.929,16,0,1.479,5,0,3.758,0,0.739,4.621,7,0,0,62.5,541,3.756,0,2.218,3.521,2.347,1.921,21.811,0,0.057,0,91.045,110,75,0,0,0,0,14.418,47.887,1.664,0,0,5,5.36,4.93,13,42.254,60,0,0,0,0,0,0,0,22.388,0,0,0.924,0,0,2.1,0,0,9.155,0,14.925,0,0,0.023,56,38.806,0,102,11.275,1.667,36,0,11.46,0.048,0.05,1,1,1,1,1,1,1,1,0,1,0
2169487.0,5.0,2,0,0,0,0,0,0,23056,0,0,0,13189,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,39,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13189,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,3.742,0,0,0,0,0,0,0,0,9867,0,0,13189,0,0,0,0,0,0.004,0,0,1,1,1,1,1,1,1,1,1,1
